115651,36.2140865,58.7960915,2017-06-14 06:58:09.68,null,-1,نيشابور,false,931,خراسان رضوي,Khorasan razavi,-1,Neyshaboor
116005,33.535,47.606111,2017-06-14 11:05:44.893,null,-1,کوهدشت,false,6841,لرستان,Lorestan,-1,Koohdasht
116063,33.455833,49.455556,2017-06-14 08:20:58.35,null,-1,ازنا,false,6871,لرستان,Lorestan,-1,Azna
117016,34.783611,47.600278,2017-06-17 11:00:45.76,null,-1,سنقر,false,6751,كرمانشاه,Kermanshah,-1,Songhar
117205,36.903056,50.658333,2017-06-17 10:55:23.323,null,-1,رامسر,false,4691,مازندران,Mazandaran,-1,Ramsar
118244,37.4092357,57.9276184,2017-06-19 15:45:38.103,null,-1,شيروان,false,9461,خراسان شمالي,Khorasan shomali,-1,Shirvan
119654,35.218333,52.340833,2017-06-22 07:58:45.353,null,-1,گرمسار,false,3581,سمنان,Semnan,-1,Garmsar
120926,37.940833,47.536667,2017-06-24 10:36:47.817,null,-1,سراب,false,5471,آذربايجان شرقي,Azarbayejan sharghi,-1,Sarab
121453,29.106111,58.356944,2017-06-27 10:38:49.383,null,-1,بم,false,7661,كرمان,Kerman,-1,Bam
122912,32.555278,51.509722,2017-06-08 11:37:30.39,null,-1,فلاورجان,false,8451,اصفهان,Esfehan,-1,Falavarjan
124773,35.5778,51.461973,2017-06-15 10:55:14.55,null,-1,فريدونشهر,false,8591,اصفهان,Esfehan,-1,Fereidoonshahr
124931,30.898889,52.686667,2017-06-07 11:32:57.047,null,-1,اقليد,false,7381,فارس,Fars,-1,Eghlid
126571,31.3988346,51.567593,2017-06-19 07:56:23.47,null,-1,سميرم,false,8661,اصفهان,Esfehan,-1,Samirom
126922,33.595833,56.924444,2017-06-05 16:09:53.307,null,-1,طبس,false,9791,خراسان جنوبي,Khorasan jonobi,-1,Tabas
130616,33.220556,50.315,2017-06-03 10:50:00.193,null,-1,خوانسار,false,8791,اصفهان,Esfehan,-1,Khansar
132048,37.311667,49.321944,2017-06-10 14:48:30.0,null,-1,صومعه سرا,false,4361,گيلان,Gilan,-1,Somee Sara
132094,28.751944,54.544444,2017-06-14 11:18:23.08,null,-1,داراب-فارس,false,7481,فارس,Fars,-1,Darab
134572,36.645556,59.121111,2017-06-14 08:05:18.4,null,-1,چناران,false,9361,خراسان رضوي,Khorasan razavi,-1,Chenaran
137220,30.8956521,49.4094701,2017-06-08 12:09:28.67,null,-1,رامشير,false,63871,خوزستان,Khozestan,-1,Ramshahr
138358,32.768333,50.628611,2017-06-15 12:59:34.437,null,-1,چادگان,false,8571,اصفهان,Esfehan,-1,Chadgan
138453,36.069722,49.695833,2017-05-23 08:33:48.9,null,-1,تاکستان,false,3481,قزوين,Gazvin,-1,Takestan
139214,32.6546275,51.6679826,2017-06-03 12:12:09.41,null,-1,داران-اصفهان,false,8561,اصفهان,Esfehan,-1,Daran
142424,29.9275,56.572222,2017-06-03 05:24:28.03,null,-1,بردسير,false,7841,كرمان,Kerman,-1,Bardsir
148373,34.74,60.775556,2017-06-17 08:40:15.547,null,-1,تايباد,false,9591,خراسان رضوي,Khorasan razavi,-1,Taybad
149266,27.2025,60.684722,2017-06-15 11:22:37.603,null,-1,ايرانشهر,false,991,سيستان و بلوچستان,Sistan & baloochestan,-1,Iranshahr
153902,36.7025,52.6575,2017-06-01 08:17:43.813,null,-1,بابلسر,false,4741,مازندران,Mazandaran,-1,Babolsar
154011,28.938333,53.648333,2017-06-03 07:32:25.527,null,-1,فسا,false,7461,فارس,Fars,-1,Fasa
158647,36.146667,49.218056,2017-06-14 13:50:48.79,null,-1,ابهر,false,4561,زنجان,Zanjan,-1,Abhar
160076,28.5,53.560556,2017-06-18 10:52:24.563,null,-1,جهرم,false,741,فارس,Fars,-1,Jahrom
160535,28.871389,52.091667,2017-06-11 11:11:20.617,null,-1,فراشبند,false,74771,فارس,Fars,-1,Farashband
169598,36.692222,53.5525,2017-06-01 08:46:12.52,null,-1,بهشهر,false,4851,مازندران,Mazandaran,-1,behshahr
